timestamp,topic,packet_type,payload
1789067714.2051456,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067714.1791916, ""light_intensity"": 371}"
1789067715.23409,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067715.1964312, ""pump_status"": ""ON""}"
1789067716.2395902,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067716.2335975, ""soil_moisture"": 31}"
1789067717.2864523,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067717.2519138, ""temperature"": 24.8}"
1789067718.3026795,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067718.288502, ""humidity"": 87}"
1789067719.321307,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067719.307323, ""temperature"": 32.7}"
1789067720.3358119,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067720.327811, ""humidity"": 69}"
1789067721.337982,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067721.3349829, ""pump_status"": ""ON""}"
1789067722.3536274,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067722.3506267, ""humidity"": 65}"
1789067723.35757,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067723.3533125, ""temperature"": 32.2}"
1789067724.3705196,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067724.3669193, ""humidity"": 67}"
1789067725.3766809,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067725.37368, ""pump_status"": ""OFF""}"
1789067726.3809972,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067726.3780036, ""light_intensity"": 497}"
1789067727.388799,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067727.3847978, ""soil_moisture"": 77}"
1789067728.391627,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067728.388629, ""temperature"": 33.7}"
1789067729.393582,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067729.3895762, ""soil_moisture"": 43}"
1789067730.4080055,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067730.4050083, ""soil_moisture"": 43}"
1789067731.4113495,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067731.408459, ""temperature"": 27.4}"
1789067732.4160182,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067732.4130266, ""light_intensity"": 723}"
1789067733.4320443,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067733.4270437, ""soil_moisture"": 60}"
1789067734.435186,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067734.4311652, ""humidity"": 59}"
1789067735.4501607,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067735.43862, ""pump_status"": ""ON""}"
1789067736.4857252,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067736.4652057, ""light_intensity"": 900}"
1789067737.4952788,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067737.4847374, ""temperature"": 24.1}"
1789067738.5231504,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067738.508129, ""temperature"": 27.3}"
1789067739.54867,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067739.5265768, ""humidity"": 67}"
1789067740.569401,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067740.5534005, ""temperature"": 30.4}"
1789067741.579426,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067741.5744267, ""light_intensity"": 678}"
1789067742.5973976,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067742.59286, ""humidity"": 56}"
1789067743.6024806,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067743.5974379, ""pump_status"": ""ON""}"
1789067744.632221,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067744.619895, ""humidity"": 69}"
1789067745.6433723,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067745.6396737, ""soil_moisture"": 38}"
1789067746.6604342,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067746.6474156, ""soil_moisture"": 46}"
1789067747.6733828,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067747.6663892, ""humidity"": 79}"
1789067748.7045267,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067748.6854448, ""humidity"": 76}"
1789067749.712634,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067749.7050369, ""soil_moisture"": 62}"
1789067750.7319045,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067750.7249014, ""light_intensity"": 829}"
1789067751.7383265,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067751.7353373, ""pump_status"": ""ON""}"
1789067752.7466207,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067752.7426238, ""light_intensity"": 829}"
1789067753.7487314,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067753.7457278, ""temperature"": 33.8}"
1789067754.7613404,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067754.7550857, ""pump_status"": ""OFF""}"
1789067755.767428,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067755.7644155, ""humidity"": 77}"
1789067756.7695885,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067756.7668324, ""temperature"": 30.4}"
1789067757.771279,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067757.7682788, ""soil_moisture"": 78}"
1789067758.7783172,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067758.7753184, ""humidity"": 66}"
1789067759.7838433,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067759.780834, ""humidity"": 78}"
1789067760.7855797,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067760.7825701, ""pump_status"": ""ON""}"
1789067761.7883446,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067761.7853403, ""soil_moisture"": 54}"
1789067762.7954745,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067762.7929025, ""temperature"": 31.6}"
1789067763.8256717,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067763.7981095, ""soil_moisture"": 39}"
1789067764.818003,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067764.8139997, ""soil_moisture"": 51}"
1789067765.8384356,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067765.820904, ""pump_status"": ""OFF""}"
1789067766.8483074,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067766.8373098, ""light_intensity"": 258}"
1789067767.866758,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067767.8597684, ""light_intensity"": 776}"
1789067768.8899236,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067768.8819225, ""temperature"": 24.7}"
1789067769.8993502,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067769.894352, ""temperature"": 30.7}"
1789067770.9170377,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067770.9020388, ""temperature"": 25.7}"
1789067771.9131975,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067771.9081886, ""temperature"": 33.7}"
1789067772.9363346,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067772.9257653, ""temperature"": 34.0}"
1789067773.9412854,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067773.9372833, ""light_intensity"": 864}"
1789067774.9514036,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067774.944545, ""light_intensity"": 402}"
1789067775.9772806,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067775.965269, ""temperature"": 33.9}"
1789067776.992133,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067776.9851465, ""pump_status"": ""ON""}"
1789067777.13651,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067777.1315129, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067778.013152,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067778.0067642, ""soil_moisture"": 75}"
1789067779.041769,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067779.0282106, ""temperature"": 26.0}"
1789067779.1480548,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067779.1355746, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067780.061832,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067780.0520356, ""pump_status"": ""ON""}"
1789067781.08553,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067781.0712569, ""humidity"": 62}"
1789067781.1544168,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067781.1493754, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067782.0959735,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067782.093149, ""humidity"": 55}"
1789067783.097601,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067783.0946043, ""light_intensity"": 576}"
1789067783.1600618,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067783.157064, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067784.103488,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067784.100489, ""pump_status"": ""OFF""}"
1789067785.1066377,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067785.103034, ""pump_status"": ""OFF""}"
1789067785.1683326,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067785.1658058, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067786.1095493,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067786.1058588, ""light_intensity"": 583}"
1789067787.112357,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067787.1087148, ""soil_moisture"": 60}"
1789067787.1744854,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067787.1715102, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067788.118315,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067788.11572, ""temperature"": 24.0}"
1789067789.123047,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067789.1200566, ""temperature"": 29.0}"
1789067789.1865127,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067789.1823487, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067790.1408324,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067790.1368175, ""light_intensity"": 878}"
1789067791.1507947,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067791.1477911, ""soil_moisture"": 62}"
1789067791.1978867,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067791.1948924, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067792.1579847,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067792.1544673, ""humidity"": 74}"
1789067793.1615427,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067793.1580095, ""soil_moisture"": 80}"
1789067793.2082596,farm/pump,command_injection,"{""device"": ""command-attacker"", ""packet_type"": ""command_injection"", ""timestamp"": 1789067793.2055328, ""pump_status"": ""ON"", ""source"": ""unauthorized""}"
1789067794.1745062,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067794.1715248, ""temperature"": 29.2}"
1789067795.1969829,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067795.176953, ""soil_moisture"": 43}"
1789067796.2132525,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067796.197724, ""light_intensity"": 423}"
1789067797.2341185,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067797.2261198, ""soil_moisture"": 30}"
1789067798.2503085,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067798.2443104, ""humidity"": 63}"
1789067799.2548606,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067799.25184, ""soil_moisture"": 30}"
1789067800.2715251,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067800.2599726, ""pump_status"": ""OFF""}"
1789067801.292654,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067801.286654, ""temperature"": 31.4}"
1789067802.3084514,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067802.3034468, ""humidity"": 56}"
1789067803.3247607,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067803.3097603, ""temperature"": 33.5}"
1789067804.3442156,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067804.3392098, ""pump_status"": ""OFF""}"
1789067805.3522675,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067805.3472722, ""temperature"": 33.8}"
1789067806.367193,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067806.3571787, ""light_intensity"": 385}"
1789067807.3899448,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067807.3783848, ""soil_moisture"": 72}"
1789067808.406126,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067808.4012969, ""temperature"": 27.8}"
1789067809.434128,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067809.4164891, ""humidity"": 90}"
1789067810.435901,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067810.4259543, ""pump_status"": ""ON""}"
1789067811.4361932,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067811.4300585, ""humidity"": 77}"
1789067812.4398885,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067812.4363399, ""humidity"": 63}"
1789067813.4455276,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067813.4418328, ""light_intensity"": 858}"
1789067814.447079,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067814.4444108, ""pump_status"": ""OFF""}"
1789067815.4533377,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067815.4500678, ""soil_moisture"": 30}"
1789067816.4604337,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067816.4576943, ""light_intensity"": 535}"
1789067817.4660132,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067817.4622254, ""humidity"": 90}"
1789067818.4717968,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067818.4687881, ""temperature"": 26.3}"
1789067819.4770987,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067819.4744422, ""pump_status"": ""ON""}"
1789067820.4849966,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067820.482007, ""temperature"": 30.9}"
1789067821.5375059,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067821.489387, ""temperature"": 35.7}"
1789067822.495296,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067822.492289, ""pump_status"": ""ON""}"
1789067823.499148,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067823.494753, ""temperature"": 32.3}"
1789067824.515952,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067824.5110614, ""soil_moisture"": 68}"
1789067825.5267956,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067825.518705, ""pump_status"": ""OFF""}"
1789067826.5440853,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067826.537084, ""soil_moisture"": 57}"
1789067827.5831223,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067827.5570178, ""light_intensity"": 824}"
1789067828.6208212,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067828.5922766, ""light_intensity"": 899}"
1789067829.64711,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067829.6229708, ""humidity"": 73}"
1789067830.64652,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067830.6425185, ""temperature"": 36.0}"
1789067831.7022111,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067831.6913524, ""temperature"": 26.9}"
1789067832.7148066,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067832.7092707, ""pump_status"": ""OFF""}"
1789067833.7348676,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067833.7254355, ""temperature"": 32.8}"
1789067834.758505,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067834.7479646, ""humidity"": 68}"
1789067835.7779489,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067835.767204, ""light_intensity"": 683}"
1789067836.8085742,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067836.7855542, ""temperature"": 26.9}"
1789067837.820809,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067837.8088627, ""temperature"": 28.7}"
1789067838.8544893,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067838.8250394, ""humidity"": 51}"
1789067839.8514802,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067839.8414834, ""soil_moisture"": 32}"
1789067840.8916543,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067840.866637, ""soil_moisture"": 52}"
1789067841.9045098,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067841.900508, ""light_intensity"": 539}"
1789067842.9109485,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067842.9079485, ""temperature"": 33.2}"
1789067843.9237967,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067843.9122505, ""soil_moisture"": 71}"
1789067844.9391086,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067844.9345694, ""temperature"": 30.9}"
1789067845.9446507,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067845.940962, ""humidity"": 51}"
1789067846.9545174,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067846.9508898, ""pump_status"": ""OFF""}"
1789067847.9593415,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067847.9568067, ""soil_moisture"": 77}"
1789067848.9678116,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067848.9648092, ""temperature"": 24.2}"
1789067849.9713047,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067849.9683013, ""temperature"": 34.7}"
1789067850.982701,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067850.9786954, ""light_intensity"": 844}"
1789067851.9908223,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067851.987823, ""light_intensity"": 840}"
1789067852.9951108,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067852.992117, ""temperature"": 25.9}"
1789067854.0013096,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067853.9973106, ""pump_status"": ""ON""}"
1789067855.0071793,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067855.0031848, ""pump_status"": ""OFF""}"
1789067856.053165,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067856.008597, ""temperature"": 26.2}"
1789067857.0582967,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067857.0502934, ""soil_moisture"": 56}"
1789067858.070664,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067858.0576494, ""light_intensity"": 629}"
1789067859.0858846,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067859.0768878, ""humidity"": 76}"
1789067860.0979886,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067860.091983, ""temperature"": 26.0}"
1789067861.1050735,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067861.0990736, ""pump_status"": ""OFF""}"
1789067862.1765196,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067862.123954, ""humidity"": 88}"
1789067863.1818972,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067863.1738884, ""temperature"": 29.9}"
1789067864.215704,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067864.196587, ""soil_moisture"": 32}"
1789067865.2311323,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067865.2191088, ""humidity"": 50}"
1789067866.276667,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067866.2486234, ""pump_status"": ""ON""}"
1789067867.283503,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067867.279942, ""pump_status"": ""ON""}"
1789067868.2913172,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067868.287314, ""soil_moisture"": 57}"
1789067869.3080807,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067869.2980657, ""humidity"": 59}"
1789067870.3310802,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067870.3220503, ""light_intensity"": 747}"
1789067871.3389916,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067871.331001, ""humidity"": 73}"
1789067872.3482037,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067872.3441868, ""light_intensity"": 796}"
1789067873.356166,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067873.353163, ""soil_moisture"": 32}"
1789067874.3612683,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067874.3582573, ""humidity"": 50}"
